id,fecha,hora,lluvia_mm,tasa_mm_hr
5021,2026-06-08,15:15:00,0.8,7.4
5022,2026-06-08,15:30:00,0.2,1.8
5023,2026-06-08,15:45:00,0.0,0.0
5024,2026-06-08,16:00:00,0.0,0.0
5025,2026-06-08,16:15:00,0.0,0.0
5026,2026-06-08,16:30:00,0.0,0.0
5027,2026-06-08,16:45:00,0.0,0.0
5028,2026-06-08,17:00:00,0.0,0.0
5029,2026-06-08,17:15:00,0.0,0.0
5030,2026-06-08,17:30:00,0.0,0.0
5031,2026-06-08,17:45:00,0.0,0.0
5032,2026-06-08,18:00:00,0.0,0.0
5033,2026-06-08,18:15:00,0.0,0.0
5034,2026-06-08,18:30:00,0.0,0.0
5035,2026-06-08,18:45:00,0.0,0.0
5036,2026-06-08,19:00:00,0.0,0.0
5037,2026-06-08,19:15:00,0.0,0.0
5038,2026-06-08,19:30:00,0.0,0.0
5039,2026-06-08,19:45:00,0.0,0.0
5040,2026-06-08,20:00:00,0.0,0.0
5041,2026-06-08,20:15:00,0.0,0.0
5042,2026-06-08,20:30:00,0.0,0.0
5043,2026-06-08,20:45:00,0.0,0.0
5044,2026-06-08,21:00:00,0.0,0.0
5045,2026-06-08,21:15:00,0.0,0.0
5046,2026-06-08,21:30:00,0.0,0.0
5047,2026-06-08,21:45:00,0.0,0.0
5048,2026-06-08,22:00:00,0.0,0.0
5049,2026-06-08,22:15:00,0.0,0.0
5050,2026-06-08,22:30:00,0.0,0.0
5051,2026-06-08,22:45:00,0.0,0.0
5052,2026-06-08,23:00:00,0.0,0.0
5053,2026-06-08,23:15:00,0.0,0.0
5054,2026-06-08,23:30:00,0.0,0.0
5055,2026-06-08,23:45:00,0.0,0.0
5056,2026-06-09,00:15:00,0.0,0.0
5057,2026-06-09,00:30:00,0.0,0.0
5058,2026-06-09,00:45:00,0.0,0.0
5059,2026-06-09,01:00:00,0.0,0.0
5060,2026-06-09,01:15:00,0.0,0.0
5061,2026-06-09,01:30:00,0.0,0.0
5062,2026-06-09,01:45:00,0.0,0.0
5063,2026-06-09,02:00:00,0.0,0.0
5064,2026-06-09,02:15:00,0.0,0.0
5065,2026-06-09,02:30:00,0.0,0.0
5066,2026-06-09,02:45:00,0.0,0.0
5067,2026-06-09,03:00:00,0.0,0.0
5068,2026-06-09,03:15:00,0.0,0.0
5069,2026-06-09,03:30:00,0.0,0.0
5070,2026-06-09,03:45:00,0.0,0.0
5071,2026-06-09,04:00:00,0.0,0.0
5072,2026-06-09,04:15:00,0.0,0.0
5073,2026-06-09,04:30:00,0.0,0.0
5074,2026-06-09,04:45:00,0.0,0.0
5075,2026-06-09,05:00:00,0.0,0.0
5076,2026-06-09,05:15:00,0.0,0.0
5077,2026-06-09,05:30:00,0.0,0.0
5078,2026-06-09,05:45:00,0.0,0.0
5079,2026-06-09,06:00:00,0.0,0.0
5080,2026-06-09,06:15:00,0.2,0.0
5081,2026-06-09,06:30:00,0.2,0.8
5082,2026-06-09,06:45:00,0.0,0.0
5083,2026-06-09,07:00:00,0.0,0.0
5084,2026-06-09,07:15:00,0.0,0.0
5085,2026-06-09,07:30:00,0.0,0.0
5086,2026-06-09,07:45:00,0.0,0.0
5087,2026-06-09,08:00:00,0.0,0.0
5088,2026-06-09,08:15:00,0.0,0.0
5089,2026-06-09,08:30:00,0.0,0.0
5090,2026-06-09,08:45:00,0.0,0.0
5091,2026-06-09,09:00:00,0.0,0.0
